Pokemon,Description
BunnelbyHorubī(ホルビー)(0659),Bunnelby are rabbit-esque Pokémon that use their large ears as shovels to digburrows. Their ears are extremely strong and cannot break.[42]Bunnelby's design is inspired by the local wildlife of France.[1]
DiggersbyHorūdo(ホルード)(0660),Diggersby are rabbit-esque Pokémon that are said to be as powerful as anexcavatorand can lift boulders weighing one ton with their ears.[43]They are popular with construction workers.
FletchlingYayakoma(ヤヤコマ)(0661),Fletchling are smallrobinPokémon that are known for being both friendly and fiercely territorial.[44][45]Fletchling is the standard early-game Flying-type Pokémon.[21]
FletchinderHinoyakoma(ヒノヤコマ)(0662),"Fletchinder have a flame sac on their undersides that, when heated, allow them to fly faster.[46]It is the first regional bird Pokémon to not be Normal/Flying in typing."
TalonflameFaiarō(ファイアロー)(0663),"Talonflame can fly at speeds of 500 km/h (310 mph) while attacking prey.[47]During the Generation VI era (2013–2016), Talonflame was one of the most-used Pokémon in competitions. It proved incredibly useful in the ""hyper-offensive"" Pokémon Video Game Championships and appeared on just over 41 percent ofWinter 2014teams. The entiremetagameshifted in order to counter Talonflame, with most players adding dedicated strategies to taking it down. Later iterations of the gamenerfedTalonflame, culminating withSunandMoonadding multiple counters to the Pokémon.[48]"
ScatterbugKofukimushi(コフキムシ)(0664),Scatterbug cover themselves in protective powder that allow them to regulate their body temperature and survive in any climate.[49]
SpewpaKofūrai(コフーライ)(0665),"Spewpa are meek, live in the shadows, and have strong bodies.[50][51]It appears as an assist Poké Ball Pokémon inSuper Smash Bros. for Nintendo 3DSandSuper Smash Bros. for Wii UandSuper Smash Bros. Ultimate."
VivillonBibiyon(ビビヨン)(0666),"Vivillon's wings feature 18 different patterns that are dependent upon the player's real-world location (determined by their user settings on theNintendo 3DS).[52]A special Poké Ball-pattern Vivillon was released at the Pokémon Center inParison 4 June 2014,[53]and then worldwide on 6 August 2014, in commemoration of the launch of the franchise's online store.[54]Its 20th pattern, the Fancy Pattern, was released on 7 July 2014, as a commemoration for 100 million trades through the game's Global Trade System.[55]This form was later available to catch inPokémon Scarlet and Violet.[56]"
LitleoShishiko(シシコ)(0667),Litleo is alioncub Pokémon. It is hot-blooded and its short mane gets hot when angered or excited.[57]
PyroarKaenjishi(カエンジシ)(0668),"Male Pyroar feature a largelion's mane, while female Pyroar have a long ponytail mane.[18]Pyroar was regarded as ""majestic"" and ""cool"", particularly its male variant, and has been well received.[21]"
FlabébéFurabebe(フラベベ)(0669),"Flabébé are tiny—only 10 cm (4 in) tall—carefree, humanoid Pokémon that cling to a flower for their whole life.[21][58]Along with the rest of its line, it has five forms depending on where it is found, Red, Yellow, Orange, Blue, and White Flower."
FloetteFuraette(フラエッテ)(0670),"Floette is a Pokémon that has five different forms depending on the colour of the flower it holds: Red, Yellow, Orange, Blue, and White Flower. A unique Floette, known as Eternal Flower Floette, holding a black-and-red flower, belongs to the character AZ.[59]Its colour scheme resembles theFrench flagand it can learn the move Light of Ruin.[60]This unique form has never been released officially."
FlorgesFurājesu(フラージェス)(0671),"It claims flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants. The petal blizzards that Florges triggers are overwhelming in their beauty and power. It has five forms like the rest of its line.[61]"
SkiddoMēkuru(メェークル)(0672),Skiddo is anibexPokémon with leaves on its back. It is thought to be one of the first Pokémon to live in harmony with humans and is quite friendly.[62]
GogoatGōgōto(ゴーゴート)(0673),Gogoat is a grass-covered goat Pokémon that can be mounted for travel.[21]Gogoat are popular with people and are used to travel around locations in Kalos such as Lumiose City.[63]
PanchamYanchamu(ヤンチャム)(0674),Pancham's design is heavily based onpandacubs. It chooses a Pangoro as its master and then imitates its master's actions.[64]
PangoroGoronda(ゴロンダ)(0675),"Pangoro was designed by Hitoshi Ariga.[17]Pangoro is a cantankerous Pokémon, but it has a strong heart and does not forgive those who pick on the weak.[65]Its design may be based on Japanese delinquents."
FurfrouTorimian(トリミアン)(0676),"Furfrou arepoodlePokémon.[18]Furfrou have ten forms, all of which are obtained by getting them trimmed at Pokémon groomers. Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements. In Pokémon Go, different forms are available based on different regions.[66]"
EspurrNyasupā(ニャスパー)(0677),Espurr areScottish Fold-like Pokémon. Its face never changes expression due to it being constantly focused on holding in its psychic energy.[67]
MeowsticNyaonikusu(ニャオニクス)(0678),"There are two different versions of Meowstic depending on their gender. Both forms have different stat distributions and moves. Male Meowstic is more defensive, while female Meowstic is more offensive."
HonedgeHitotsuki(ヒトツキ)(0679),Honedge was designed by Hitoshi Ariga.[17]It takes the appearance of a cursed sword and its sheath. It will take your soul if you try to grab its hilt.
DoubladeNidangiru(ニダンギル)(0680),"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons. Doublade was designed by Hitoshi Ariga.[17]"
AegislashGirugarudo(ギルガルド)(0681),Aegislash has two different forms: Shield Form and Blade Form. Its special ability Stance Change allows it to switch forms depending on if it has selected an attack or a support move. It also has a signature move called King's Shield. Aegislash was designed by Hitoshi Ariga.[17]Aegislash is playable in the Switch version ofPokkén Tournament.
SpritzeeShushupu(シュシュプ)(0682),"Spritzee's beak is reminiscent of masks worn byplague doctors. It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten. In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
AromatisseFurefuwan(フレフワン)[68](0683),"Aromatisse is the evolution of Spritzee that resembles aflamencodancer. It has received mixed reception withGamesRadardescribing Aromatisse as ""a weird hybrid ofJynxandJigglypuff.""[21]"
SwirlixPeroppafu(ペロッパフ)(0684),"Swirlix is a small dog-like Pokémon that eats nothing but sweets, which make its fur as sticky and sweet ascotton candy."
SlurpuffPerorīmu(ペロリーム)(0685),Slurpuff resembles a mix of aBichon Friséand acreampuff. It can distinguish the faintest of scents and puts its sensitive sense of smell to use by helping pastry chefs in the kitchen.
InkayMāīka(マーイーカ)(0686),"Both Inkay and Malamar were designed by Hitoshi Ariga.[17]Inkay requires a unique condition for it to evolve into Malamar: the player must turn their Nintendo 3DS, smartphone (inPokémon Go), or Switch (during handheld mode) upside down once Inkay reaches level 30.[21]"
MalamarKaramanero(カラマネロ)(0687),"Both Malamar and its pre-evolution, Inkay, were designed by Hitoshi Ariga.[17]Being described as having an incredibly powerful hypnotic ability and an evil nature, it is said that Malamar's hypnotic powers played a role in certain history-changing events."
BinacleKametete(カメテテ)(0688),"Binacle is a pair of twingoose barnaclesthat resemble hands. its name is a play on ""barnacle"" and ""binnacle"". They feed on seaweed that washes onto shore during high tides."
